OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
381,,,,,,,,,,,,,,,,,,,,,,40.53405756,-74.19323522,,0101000020E6100000D4CBF5F05D8C52C00427A3BA5B444440,0101000020110F0000AF82DD3F94815FC125CDBBC5FBDB5241,HUGUENOT PARK LIBRARY,830,HUGUENOT AVENUE,830 HUGUENOT AVENUE,STATEN ISLAND,10312,PUBLIC LIBRARY,PUBLIC LIBRARIES,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Public,New York Public Library,NYPL,City,0,,STATEN ISLAND,5083401,5068170001,930536.257,133907.3784,503,SI32,SI0304,51,20804,20804,5,31,123,nypl_libraries,2852d417f29c1e5b0acf53a0cdf2aa8d
382,,,,,,,,,,,,,,,,,,,,,,40.63095171,-74.09126516,,0101000020E6100000027FA343D78552C041776FC1C2504440,0101000020110F00005377B86F7E765FC11E30B557DAE95241,FOREST MALL,,,,STATEN ISLAND,10301,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,0,958917.717,169162.2942,501,SI35,SI0104,49,7500,7500,5,31,120,dpr_parksproperties,2880f5b017497feb8fae193b5bd286fe
383,,,,,,,,,,,,,,,,,,,,,,40.50953037,-74.24410519,,0101000020E6100000B2C60B659F8F52C0D7D3B20538414440,0101000020110F000019523CF41B875FC107CE49D179D85241,TOTTENVILLE LIBRARY,7430,AMBOY ROAD,7430 AMBOY ROAD,STATEN ISLAND,10307,PUBLIC LIBRARY,PUBLIC LIBRARIES,LIBRARIES,LIBRARIES AND CULTURAL PROGRAMS,Local,New York Public Library,NYPL,Public,New York Public Library,NYPL,City,0,,STATEN ISLAND,5088113,5078990009,916371.0216,125006.888,503,SI11,SI0305,51,24401,24401,5,31,123,nypl_libraries,2910312e16b47bbaf78c921f7cf0a00c
384,,,,,,,,,,,,,,,,,,,,,,40.59666529,-74.11986246,,0101000020E610000079F466CDAB8752C007082D425F4C4440,0101000020110F0000327CAB4B9A795FC19F8E9E5EF1E45241,TODT HILL WOODS,,,,STATEN ISLAND,10314,STATE FOREST,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Regional,NYS Department of Environmental Conservation,NYSDEC,Public,NYS Department of Environmental Conservation,NYSDEC,State,0,,STATEN ISLAND,0,5009240001,950962.9332,156680.4333,502,SI24,SI0203,50,18100,18100,5,31,122,nysdec_lands,2acebc4b7041d2cebafbaaf23a2db675
385,,,,,,,,,,,,,,,,,,,,,,40.52543495,-74.18494128,,0101000020E6100000C6E3B00DD68B52C093E0F22E41434440,0101000020110F00000D21306EAD805FC1C7345B0EC0DA5241,KINGDOM POND PARK,,,,STATEN ISLAND,10312,NATURE AREA,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Regional,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,0,932835.0928,130760.9905,503,SI01,SI0304,51,17600,17600,5,31,123,dpr_parksproperties,2ea0e819d7c87fea97c7353cb4a20996
386,,,,,,,,,,,,,,,,,,,,,,40.60497656,-74.0790186,,0101000020E6100000E8CDE69D0E8552C0E9392D9A6F4D4440,0101000020110F0000A7E7D89D29755FC13ABF780222E65241,BRADYS POND PARK,,,,STATEN ISLAND,10305,NATURE AREA,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Regional,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5030320001,962308.4299,159695.5666,502,SI14,SI0201,50,5000,5000,5,31,122,dpr_parksproperties,301f43b461ce090f1be0ed1b65edcb7f
387,,,,,,,,,,,,,,,,,,,,,,40.54703087,-74.15179769,,0101000020E61000005A396B07B78952C071C995D604464440,0101000020110F00005B3E750C137D5FC152CB9ADDD6DD5241,GREAT KILLS VETERANS PLAYGROUND,,,,STATEN ISLAND,10308,JOINTLY OPERATED PLAYGROUND,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5052450001,942062.8568,138611.1699,503,SI54,SI0302,51,15601,15601,5,31,122,dpr_parksproperties,30654d15e07c736ebbf4ce3c01e3d430
388,,,,,,,,,,,,,,,,,,,,,,40.5911601,-74.13105937,,0101000020E610000058FE9D40638852C0B16B48DDAA4B4440,0101000020110F000062976AE7D17A5FC15813A29A27E45241,BLOOD ROOT VALLEY,411,ROCKLAND AVENUE,411 ROCKLAND AVENUE,STATEN ISLAND,10314,NATURE AREA,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Regional,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5009550100,947850.4357,154679.2076,502,SI24,SI0203,50,18100,18100,5,31,122,dpr_parksproperties,30dd1154db18227a8cfd72ccf33f4294
389,,,,,,,,,,,,,,,,,,,,,,40.62827922,-74.11756786,,0101000020E6100000E86D2035868752C0F454FD2E6B504440,0101000020110F00004E95DE6F5A795FC15543ED5778E95241,PRALL PLAYGROUND,880,FOREST AVENUE,880 FOREST AVENUE,STATEN ISLAND,10310,JOINTLY OPERATED PLAYGROUND,RECREATION AND WATERFRONT SITES,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,5008403,5003080001,951615.627,168197.3387,501,SI22,SI0104,49,12500,12500,5,31,120,dpr_parksproperties,39e69587ffd2f6f20232f0e54fe019c3
390,,,,,,,,,,,,,,,,,,,,,,40.54846167,-74.17394668,,0101000020E61000008863FAEA218B52C0EF89FBB833464440,0101000020110F0000932BB5737B7F5FC1CAD0AD440BDE5241,LAREDO AVENUE PARCEL,,,,STATEN ISLAND,10312,NATURE AREA,PRESERVES AND CONSERVATION AREAS,PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Regional,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,STATEN ISLAND,0,5056320004,935908.321,139143.8872,503,SI01,SI0302,51,17011,17011,5,31,123,dpr_parksproperties,3a16ca6499194d907a32a5b9f0b8dba4
