OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
189,270483046,2023-06-28,2:35:00,2023-06-28,02:38:00,120,2023-06-28,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),959447,170979,40.63594,-74.089363,"(40.63594, -74.089363)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,270632723,2023-06-30,16:15:00,2023-06-30,16:18:00,123,2023-06-30,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),936078,136707,40.541776,-74.173318,"(40.541776, -74.173318)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,270612550,2023-06-30,7:30:00,2023-06-30,07:55:00,120,2023-06-30,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GAS STATION,N.Y. POLICE DEPT,(null),(null),963152,171088,40.636249,-74.076013,"(40.636249, -74.076013)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,270649438,2023-07-01,1:50:00,2023-07-01,02:36:00,120,2023-07-01,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),961394,164734,40.618806,-74.082327,"(40.618806, -74.082327)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,270976425,2023-07-07,19:45:00,2023-07-07,20:00:00,121,2023-07-07,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),937144,170669,40.635001,-74.169717,"(40.635001, -74.169717)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,271015360,2023-07-08,22:37:00,2023-07-08,22:38:00,123,2023-07-08,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),922418,138524,40.546678,-74.222482,"(40.546678, -74.222482)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,271016897H1,2023-07-08,19:54:00,,(null),120,2023-07-08,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),949935,164099,40.617024,-74.123601,"(40.617024, -74.123601)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,271161153,2023-07-11,21:00:00,2023-07-11,21:35:00,120,2023-07-11,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),960980,166355,40.62325194,-74.08382565,"(40.62325193554174, -74.0838256512862)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,271136340,2023-07-11,14:30:00,2023-07-11,14:50:00,120,2023-07-11,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),951456,170457,40.634484,-74.118152,"(40.634484, -74.118152)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,271579265,2023-07-12,19:10:00,2023-07-12,19:20:00,123,2023-07-19,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),921407,139009,40.548003,-74.226121,"(40.548003, -74.226121)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,271171731,2023-07-12,1:30:00,2023-07-12,02:25:00,120,2023-07-12,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,OPPOSITE OF,PARKING LOT/GARAGE (PRIVATE),N.Y. POLICE DEPT,(null),(null),948733,170819,40.635466,-74.127964,"(40.635466, -74.127964)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,271226444,2023-07-12,20:15:00,2023-07-12,20:35:00,122,2023-07-12,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,STATEN ISLAND,REAR OF,FOOD SUPERMARKET,N.Y. POLICE DEPT,(null),(null),961052,159261,40.603782,-74.08354,"(40.603782, -74.08354)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,271612488,2023-07-14,11:00:00,2023-07-14,12:00:00,120,2023-07-20,104,RAPE,153,RAPE 3,COMPLETED,FELONY,STATEN ISLAND,FRONT OF,(null),N.Y. POLICE DEPT,SILVER LAKE PARK,(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,274118035,2023-07-15,0:00:00,2023-07-15,02:00:00,120,2023-09-08,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),962873,174172,40.64472094,-74.07703272,"(40.6447209438691, -74.0770327198983)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,271337369,2023-07-15,1:00:00,2023-07-15,01:30:00,122,2023-07-15,105,ROBBERY,375,"ROBBERY,PHARMACY",ATTEMPTED,FELONY,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),960339,156190,40.59535,-74.086097,"(40.59535, -74.086097)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,271380562,2023-07-16,2:30:00,,(null),122,2023-07-16,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),961823,157377,40.59861136,-74.08075909,"(40.59861135634237, -74.08075909261628)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,271410234,2023-07-16,21:00:00,2023-07-16,21:30:00,122,2023-07-16,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,(null),(null),952887,146000,40.567358,-74.112884,"(40.567358, -74.112884)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,271442074,2023-07-17,13:50:00,2023-07-17,14:00:00,121,2023-07-17,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),938881,167697,40.626851,-74.163438,"(40.626851, -74.163438)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,271522220,2023-07-18,22:30:00,2023-07-18,22:47:00,120,2023-07-18,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),963100,171386,40.637067,-74.076204,"(40.637067, -74.076204)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,271812183H1,2023-07-23,22:44:00,,(null),121,2023-07-23,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,INSIDE,PVT HOUSE,N.Y. POLICE DEPT,(null),(null),940406,171145,40.636323,-74.157967,"(40.636323, -74.157967)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,271772343,2023-07-23,23:30:00,2023-07-24,00:00:00,122,2023-07-24,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,(null),(null),960595,156855,40.597176,-74.085176,"(40.597176, -74.085176)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,271757495,2023-07-23,15:30:00,2023-07-23,15:35:00,120,2023-07-23,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),964289,165772,40.62166,-74.071903,"(40.62166, -74.071903)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,271755367,2023-07-23,15:45:00,2023-07-23,15:59:00,120,2023-07-23,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),963577,168351,40.62873698,-74.07447658,"(40.62873697527671, -74.07447658166156)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,273035030H1,2023-07-24,18:40:00,,(null),,2023-07-24,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,OUTSIDE,(null),N.Y. POLICE DEPT,(null),(null),947696,172531,40.64015888,-74.13171207,"(40.64015887857324, -74.13171207190561)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,271804604,2023-07-24,15:30:00,2023-07-24,15:45:00,123,2023-07-24,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),915513,124947,40.50936,-74.247188,"(40.50936, -74.247188)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,271826173,2023-07-25,6:00:00,2023-07-25,06:19:00,121,2023-07-25,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),939054,166916,40.624707,-74.162813,"(40.624707, -74.162813)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,271894148,2023-07-25,16:00:00,2023-07-25,16:31:00,121,2023-07-25,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),943576,169687,40.632336,-74.146537,"(40.632336, -74.146537)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,271858743,2023-07-25,12:42:00,2023-07-25,13:42:00,121,2023-07-25,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),930738,158560,40.601727,-74.192701,"(40.601727, -74.192701)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,271866431,2023-07-25,12:00:00,2023-07-25,17:00:00,123,2023-07-25,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,STATEN ISLAND,REAR OF,BAR/NIGHT CLUB,N.Y. POLICE DEPT,(null),(null),935162,136291,40.540629,-74.17661,"(40.540629, -74.17661)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,271996534,2023-07-27,17:27:00,2023-07-27,18:00:00,121,2023-07-27,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,(null),N.Y. POLICE DEPT,(null),(null),942827,166373,40.623238,-74.149217,"(40.623238, -74.149217)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,272100641,2023-07-27,20:30:00,2023-07-27,20:45:00,121,2023-07-28,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),BRIDGE,PORT AUTHORITY,(null),(null),942428,166535,40.6236888,-74.15065779,"(40.6236888, -74.15065779)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,271996533,2023-07-27,17:30:00,2023-07-27,17:42:00,121,2023-07-27,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),946836,172574,40.640274,-74.134809,"(40.640274, -74.134809)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,272096922H1,2023-07-29,4:29:00,,(null),120,2023-07-29,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,OUTSIDE,(null),N.Y. POLICE DEPT,(null),(null),956936,174025,40.644294,-74.098423,"(40.644294, -74.098423)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,272144089,2023-07-31,8:30:00,2023-07-31,09:00:00,120,2023-07-31,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),961826,174435,40.645434,-74.080804,"(40.645434, -74.080804)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,272202804,2023-08-01,14:38:00,2023-08-01,14:41:00,121,2023-08-01,105,ROBBERY,395,"ROBBERY,ON BUS/ OR BUS DRIVER",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),947516,162432,40.61243853,-74.13230569,"(40.61243853139445, -74.13230568908097)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,272283075,2023-08-01,9:02:00,2023-08-01,09:10:00,121,2023-08-02,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),944862,169623,40.632165,-74.141903,"(40.632165, -74.141903)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,272421283,2023-08-05,9:25:00,2023-08-05,09:27:00,121,2023-08-05,105,ROBBERY,366,"ROBBERY,BICYCLE",COMPLETED,FELONY,STATEN ISLAND,REAR OF,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),946746,167201,40.625526,-74.135102,"(40.625526, -74.135102)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,272428006,2023-08-05,11:30:00,2023-08-05,11:40:00,121,2023-08-05,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),948592,159384,40.604079,-74.128414,"(40.604079, -74.128414)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,272435883,2023-08-05,19:45:00,2023-08-05,19:53:00,120,2023-08-05,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),960256,169942,40.633098,-74.086445,"(40.633098, -74.086445)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,272449502,2023-08-06,6:35:00,2023-08-06,06:40:00,120,2023-08-06,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,FRONT OF,CHURCH,N.Y. POLICE DEPT,(null),(null),952089,170531,40.634688,-74.115874,"(40.634688, -74.115874)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,272498240,2023-08-06,10:00:00,2023-08-07,10:05:00,122,2023-08-07,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,BUS (NYC TRANSIT),N.Y. POLICE DEPT,(null),(null),967012,156440,40.596053,-74.062071,"(40.596053, -74.062071)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,272561989,2023-08-08,16:43:00,2023-08-08,16:50:00,122,2023-08-08,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),942359,139524,40.549539,-74.150735,"(40.549539, -74.150735)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,272623331,2023-08-09,16:00:00,2023-08-09,16:05:00,120,2023-08-09,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),962255,171807,40.638222,-74.079249,"(40.638222, -74.079249)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,272664352,2023-08-10,7:55:00,2023-08-10,08:00:00,120,2023-08-10,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),963024,171638,40.63776,-74.076476,"(40.63776, -74.076476)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,272672343,2023-08-10,7:23:00,2023-08-10,07:40:00,122,2023-08-10,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),961968,156436,40.59603,-74.080232,"(40.59603, -74.080232)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,272805043,2023-08-12,23:50:00,2023-08-12,23:59:00,121,2023-08-13,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),944128,167103,40.625247,-74.144534,"(40.625247, -74.144534)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,272805041,2023-08-13,1:10:00,2023-08-13,01:31:00,121,2023-08-13,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),948238,171255,40.63666,-74.12975,"(40.63666, -74.12975)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,273118571,2023-08-18,20:50:00,2023-08-18,20:55:00,122,2023-08-18,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),962288,155793,40.59426476,-74.07907949,"(40.594264762063645, -74.0790794903085)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,273093267,2023-08-18,9:25:00,2023-08-18,09:36:00,120,2023-08-18,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),962133,171658,40.637813,-74.079688,"(40.637813, -74.079688)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,273107777,2023-08-18,16:20:00,2023-08-18,16:45:00,120,2023-08-18,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,INSIDE,BEAUTY & NAIL SALON,N.Y. POLICE DEPT,(null),(null),962958,168766,40.629876,-74.076705,"(40.629876, -74.076705)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,273113122,2023-08-18,18:30:00,2023-08-18,18:40:00,122,2023-08-18,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),955133,148921,40.575382,-74.104812,"(40.575382, -74.104812)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,273194088,2023-08-21,1:15:00,2023-08-21,01:20:00,121,2023-08-21,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),932091,158698,40.60211212,-74.18783328,"(40.60211211546829, -74.18783328164002)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,273232741,2023-08-21,22:05:00,2023-08-21,22:12:00,120,2023-08-21,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),953019,171058,40.636139,-74.112523,"(40.636139, -74.112523)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,273350077,2023-08-23,13:50:00,2023-08-23,14:00:00,120,2023-08-23,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),962387,167289,40.625819,-74.078759,"(40.625819, -74.078759)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,273390568,2023-08-24,13:00:00,2023-08-24,13:10:00,121,2023-08-24,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,OTHER,N.Y. POLICE DEPT,(null),(null),947801,172713,40.640659,-74.131333,"(40.640659, -74.131333)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,273367658,2023-08-24,2:40:00,2023-08-24,02:47:00,120,2023-08-24,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),961612,166618,40.623977,-74.081548,"(40.623977, -74.081548)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,273434947,2023-08-25,11:10:00,2023-08-25,11:14:00,121,2023-08-25,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,STATEN ISLAND,REAR OF,STREET,N.Y. POLICE DEPT,(null),(null),936403,163867,40.616325,-74.172339,"(40.616325, -74.172339)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,273460707,2023-08-25,23:06:00,2023-08-25,23:10:00,120,2023-08-25,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,STATEN ISLAND,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),950002,166616,40.623933,-74.123371,"(40.623933, -74.123371)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,274090896H1,2023-08-27,12:41:00,,(null),121,2023-08-27,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,STATEN ISLAND,INSIDE,MULTI DWELL - APT BUILD,N.Y. POLICE DEPT,(null),(null),936721,172119,40.638977,-74.171252,"(40.638977, -74.171252)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,273502597,2023-08-27,2:05:00,2023-08-27,02:12:00,121,2023-08-27,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,(null),STREET,N.Y. POLICE DEPT,(null),(null),939697,167579,40.62653009,-74.16050147,"(40.62653008691477, -74.16050146960687)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,273509304,2023-08-27,5:25:00,2023-08-27,05:35:00,122,2023-08-27,104,RAPE,157,RAPE 1,COMPLETED,FELONY,STATEN ISLAND,REAR OF,PARKING LOT/GARAGE (PRIVATE),N.Y. POLICE DEPT,(null),(null),954827,148519,40.57428569,-74.10591441,"(40.5742856881925, -74.1059144051212)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,273567681,2023-08-28,12:30:00,2023-08-28,12:35:00,121,2023-08-28,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),943957,171279,40.636706,-74.145174,"(40.636706, -74.145174)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,273813098,2023-08-28,21:55:00,2023-08-31,22:00:00,121,2023-08-31,104,RAPE,153,RAPE 3,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),942822,166353,40.62318838,-74.14923769,"(40.6231883776008, -74.1492376947323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,273571489,2023-08-28,17:28:00,2023-08-28,17:47:00,121,2023-08-28,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),947239,171747,40.638005,-74.133351,"(40.638005, -74.133351)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,273678498,2023-08-30,13:37:00,2023-08-30,13:37:00,120,2023-08-30,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),963181,171777,40.638142,-74.075912,"(40.638142, -74.075912)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,273777174,2023-09-01,9:12:00,2023-09-01,10:27:00,121,2023-09-01,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),945579,170937,40.635775,-74.139329,"(40.635775, -74.139329)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,273762248,2023-09-01,4:06:00,2023-09-01,04:32:00,120,2023-09-01,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,STATEN ISLAND,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),963713,173753,40.643566,-74.074001,"(40.643566, -74.074001)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
