OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,Borough,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,Public Area,Public Area (supergroup),facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
68,261426087,1/5/2023,13:34:00,1/5/2023,13:59:00,84,1/5/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),988633,189886,40.68787,-73.984194,"(40.68787, -73.984194)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,261398844,1/5/2023,2:45:00,1/5/2023,2:55:00,62,1/5/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),991854,159417,40.604238,-73.972613,"(40.604238, -73.972613)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,261490207,1/5/2023,14:15:00,1/5/2023,16:30:00,70,1/6/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,STREET,N.Y. POLICE DEPT,(null),(null),998788,169620,40.632233,-73.947621,"(40.632233, -73.947621)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,261467498H1,1/5/2023,21:05:00,,(null),61,1/5/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,OUTSIDE,LIQUOR STORE,N.Y. POLICE DEPT,(null),(null),998473,152622,40.585577,-73.948792,"(40.585577, -73.948792)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,261443820,1/5/2023,22:35:00,1/5/2023,22:40:00,79,1/5/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1001096,193043,40.696522,-73.939249,"(40.696522, -73.939249)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,261415710,1/5/2023,8:45:00,1/5/2023,9:00:00,67,1/5/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1001081,177564,40.654033,-73.939342,"(40.654033, -73.939342)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,261444481,1/5/2023,23:50:00,1/5/2023,23:55:00,83,1/6/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1010377,192621,40.695341,-73.905778,"(40.695341, -73.905778)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,261443814,1/5/2023,18:50:00,1/5/2023,18:56:00,75,1/5/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),1014297,186320,40.67803108,-73.8916726,"(40.67803108, -73.8916726)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,261404034,1/5/2023,1:30:00,1/5/2023,3:00:00,75,1/5/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,(null),(null),1017036,183890,40.67135982,-73.88181102,"(40.6713598203364, -73.8818110231735)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,261428264,1/5/2023,7:00:00,1/5/2023,7:15:00,75,1/5/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1018725,182229,40.666787,-73.875728,"(40.666787, -73.875728)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,261370827,1/5/2023,1:00:00,1/5/2023,1:05:00,75,1/5/2023,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1021240,186597,40.678768,-73.866637,"(40.678768, -73.866637)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,261485120,1/6/2023,10:30:00,1/6/2023,11:00:00,72,1/6/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),981935,176860,40.652117,-74.008341,"(40.652117, -74.008341)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,261496030,1/6/2023,13:15:00,1/6/2023,13:25:00,60,1/6/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),984926,147945,40.572752,-73.997566,"(40.572752, -73.997566)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,261499679,1/6/2023,14:30:00,1/6/2023,15:05:00,70,1/6/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),995913,177183,40.652997,-73.957965,"(40.652997, -73.957965)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,262188163,1/6/2023,18:00:00,1/6/2023,18:05:00,60,1/19/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),995463,149858,40.57799448,-73.95963472,"(40.57799448, -73.95963472)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,261502065,1/6/2023,18:20:00,1/6/2023,18:27:00,94,1/6/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,JEWELRY,N.Y. POLICE DEPT,(null),(null),995954,205581,40.730944,-73.957769,"(40.730944, -73.957769)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,261487656,1/6/2023,12:30:00,1/6/2023,12:38:00,77,1/6/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1003437,184082,40.671919,-73.93083,"(40.671919, -73.93083)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,261742412,1/6/2023,20:02:00,1/6/2023,20:15:00,67,1/11/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1004205,172402,40.63985775,-73.9280981,"(40.63985775, -73.9280981)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,261519678H1,1/6/2023,14:30:00,,(null),67,1/6/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,INSIDE,MULTI DWELL - APT BUILD,N.Y. POLICE DEPT,(null),(null),1005656,181038,40.663561,-73.922839,"(40.663561, -73.922839)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,261530286,1/6/2023,20:30:00,1/6/2023,21:10:00,83,1/7/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1005002,193623,40.6981028,-73.92516102,"(40.6981028, -73.92516102)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,261508218,1/6/2023,21:05:00,1/6/2023,21:15:00,83,1/6/2023,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,BROOKLYN,FRONT OF,BUS STOP,N.Y. POLICE DEPT,(null),(null),1008225,188728,40.68466,-73.913552,"(40.68466, -73.913552)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,261474602,1/6/2023,3:30:00,1/6/2023,4:12:00,73,1/6/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1008245,183796,40.67113,-73.91350206,"(40.6711300016904, -73.9135020552048)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,261492998,1/6/2023,15:00:00,1/6/2023,15:05:00,73,1/6/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1010021,185839,40.676726,-73.90709,"(40.676726, -73.90709)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,261502048,1/6/2023,16:45:00,1/6/2023,16:47:00,73,1/6/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1010305,185819,40.67667,-73.906066,"(40.67667, -73.906066)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,261671427,1/6/2023,16:00:00,1/6/2023,16:30:00,75,1/6/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1018068,178393,40.65625965,-73.87811693,"(40.65625965, -73.87811693)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,261516178,1/7/2023,2:29:00,1/7/2023,2:31:00,72,1/7/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),980365,175448,40.64823999,-74.01400019,"(40.64823999, -74.01400019)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,261538663,1/7/2023,13:30:00,1/7/2023,13:36:00,60,1/7/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),OTHER,N.Y. POLICE DEPT,(null),(null),983542,148155,40.57332714,-74.00254852,"(40.57332714, -74.00254852)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,261555071,1/7/2023,21:50:00,1/7/2023,22:00:00,84,1/7/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),987595,192908,40.696165,-73.987935,"(40.696165, -73.987935)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,261509917,1/7/2023,1:17:00,1/7/2023,1:31:00,79,1/7/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1001139,192774,40.695783,-73.939093,"(40.695783, -73.939093)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,261528308,1/7/2023,9:15:00,1/7/2023,9:23:00,67,1/7/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1002699,177416,40.65362336,-73.93351081,"(40.65362336, -73.93351081)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,261519164,1/7/2023,2:50:00,1/7/2023,3:00:00,81,1/7/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1005319,190473,40.6894643,-73.92402909,"(40.6894642952604, -73.9240290899499)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,261528323,1/7/2023,10:30:00,1/7/2023,10:35:00,81,1/7/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1006026,188327,40.683566,-73.921485,"(40.683566, -73.921485)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,261555418,1/7/2023,21:15:00,1/7/2023,21:32:00,73,1/7/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1007425,181718,40.665421,-73.916463,"(40.665421, -73.916463)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,261523454,1/7/2023,8:40:00,1/7/2023,8:45:00,73,1/7/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,BUS STOP,N.Y. POLICE DEPT,(null),(null),1008883,183247,40.669616,-73.911203,"(40.669616, -73.911203)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,261526727,1/7/2023,10:24:00,1/7/2023,10:28:00,73,1/7/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1009652,183399,40.670029,-73.908427,"(40.670029, -73.908427)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,261543247,1/7/2023,17:54:00,1/7/2023,17:57:00,73,1/7/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,FRONT OF,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1010184,182784,40.668341,-73.906514,"(40.668341, -73.906514)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,261516548,1/7/2023,1:14:00,1/7/2023,1:15:00,75,1/7/2023,105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1016426,182034,40.6662595,-73.88401746,"(40.6662595, -73.88401746)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,261548686,1/7/2023,7:00:00,1/7/2023,12:00:00,75,1/7/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,(null),(null),1017036,183890,40.67135982,-73.88181102,"(40.6713598203364, -73.8818110231735)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,261555633,1/8/2023,0:45:00,1/8/2023,0:50:00,68,1/8/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),980289,164758,40.6189,-74.014266,"(40.6189, -74.014266)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,261586360,1/8/2023,21:30:00,1/8/2023,21:35:00,68,1/8/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),976592,166859,40.624665,-74.027586,"(40.624665, -74.027586)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,261679514,1/8/2023,23:00:00,1/9/2023,2:00:00,60,1/10/2023,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),990784,149362,40.57664598,-73.9764804,"(40.5766459780433, -73.9764803960699)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,261581352,1/8/2023,17:05:00,1/8/2023,17:11:00,88,1/8/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ATTEMPTED,FELONY,BROOKLYN,INSIDE,FOOD SUPERMARKET,N.Y. POLICE DEPT,(null),(null),990338,189186,40.685948,-73.978046,"(40.685948, -73.978046)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,261576925,1/8/2023,17:00:00,1/8/2023,17:05:00,78,1/8/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,JEWELRY,N.Y. POLICE DEPT,(null),(null),990996,184887,40.674147,-73.975678,"(40.674147, -73.975678)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,265092072,1/8/2023,21:00:00,1/8/2023,21:10:00,88,3/14/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),995266,190743,40.6902236,-73.96027859,"(40.6902236041959, -73.9602785860011)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,261568012,1/8/2023,3:00:00,1/8/2023,4:00:00,90,1/8/2023,105,ROBBERY,363,"ROBBERY,BAR/RESTAURANT",COMPLETED,FELONY,BROOKLYN,INSIDE,RESTAURANT/DINER,N.Y. POLICE DEPT,(null),(null),1001985,199076,40.713078,-73.936025,"(40.713078, -73.936025)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,261586593,1/8/2023,20:30:00,1/8/2023,20:43:00,83,1/8/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,(null),(null),1003603,195729,40.703889,-73.930197,"(40.703889, -73.930197)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,261555632,1/8/2023,5:00:00,1/8/2023,5:05:00,67,1/8/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1005244,177624,40.654191,-73.924335,"(40.654191, -73.924335)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,261574440,1/8/2023,10:15:00,1/8/2023,10:25:00,73,1/8/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",ATTEMPTED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1009356,181516,40.664862,-73.909502,"(40.664862, -73.909502)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,261596740,1/9/2023,6:00:00,1/9/2023,6:11:00,76,1/9/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),982603,185673,40.676306,-74.005935,"(40.676306, -74.005935)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,261588087,1/9/2023,1:50:00,1/9/2023,1:55:00,62,1/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),985259,158126,40.60069552,-73.9963665,"(40.60069552, -73.9963665)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,261879358,1/9/2023,1:30:00,1/9/2023,1:45:00,72,1/13/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),984128,179058,40.65815775,-74.00044115,"(40.6581577535544, -74.0004411548878)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,261596741,1/9/2023,7:30:00,1/9/2023,7:35:00,78,1/9/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,(null),(null),987368,184896,40.674174,-73.988758,"(40.674174, -73.988758)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,261611976,1/9/2023,7:41:00,1/9/2023,7:42:00,60,1/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),988332,149336,40.576568,-73.985303,"(40.576568, -73.985303)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,261751138,1/9/2023,9:15:00,1/9/2023,9:30:00,84,1/11/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),989235,189578,40.687025,-73.982024,"(40.687025, -73.982024)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,261623386,1/9/2023,14:30:00,1/9/2023,15:00:00,79,1/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),CHAIN STORE,N.Y. POLICE DEPT,(null),(null),997567,191550,40.692428,-73.951976,"(40.692428, -73.951976)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,261626582,1/9/2023,16:20:00,1/9/2023,16:40:00,61,1/9/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),999802,152792,40.586042,-73.944007,"(40.586042, -73.944007)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,261588097,1/9/2023,0:45:00,1/9/2023,0:50:00,79,1/9/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),999516,192804,40.695867,-73.944946,"(40.695867, -73.944946)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,262108938,1/9/2023,15:30:00,1/9/2023,15:40:00,77,1/18/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,(null),(null),1003509,185018,40.67449569,-73.93057133,"(40.6744956865259, -73.9305713255961)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,261643073H1,1/9/2023,22:00:00,,(null),73,1/9/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,OUTSIDE,(null),N.Y. POLICE DEPT,(null),(null),1010862,178621,40.656911,-73.904087,"(40.656911, -73.904087)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,261682006,1/9/2023,12:00:00,1/9/2023,12:40:00,75,1/10/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1014810,181039,40.663537,-73.889846,"(40.663537, -73.889846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,261635818,1/10/2023,0:05:00,1/10/2023,0:15:00,76,1/10/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,BROOKLYN,FRONT OF,OTHER,N.Y. POLICE DEPT,(null),(null),984903,190532,40.689644,-73.997643,"(40.689644, -73.997643)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,261689226,1/10/2023,15:20:00,1/10/2023,15:30:00,78,1/10/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),987381,183506,40.67035772,-73.98871321,"(40.67035772, -73.98871321)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,261673420,1/10/2023,14:40:00,1/10/2023,14:45:00,61,1/10/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,(null),(null),994694,160490,40.607178,-73.962385,"(40.607178, -73.962385)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,261737316,1/10/2023,23:30:00,1/11/2023,0:00:00,79,1/11/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),994970,192525,40.695109,-73.961339,"(40.695109, -73.961339)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,261673419,1/10/2023,12:50:00,1/10/2023,13:10:00,61,1/10/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,FRONT OF,DEPARTMENT STORE,N.Y. POLICE DEPT,(null),(null),995790,161363,40.609575,-73.958437,"(40.609575, -73.958437)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,261647311,1/10/2023,3:35:00,1/10/2023,3:36:00,90,1/10/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,(null),(null),998844,196835,40.706932,-73.947359,"(40.706932, -73.947359)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,261643638,1/10/2023,3:00:00,1/10/2023,3:10:00,70,1/10/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),998712,170676,40.635133,-73.947894,"(40.635133, -73.947894)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,261682025,1/10/2023,18:40:00,1/10/2023,18:55:00,94,1/10/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),PARK/PLAYGROUND,N.Y. STATE PARKS,MCCARREN PARK,(null),998422,202067,40.72129256,-73.94887303,"(40.72129256, -73.94887303)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
