OBJECTID,CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,Borough,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,Public Area,Public Area (supergroup),facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
2821,272627019,8/9/2023,14:00:00,8/9/2023,14:05:00,94,8/9/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1000188,200189,40.716137,-73.942506,"(40.716137, -73.942506)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,272646897,8/9/2023,18:30:00,8/9/2023,21:47:00,77,8/9/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1003833,184216,40.672287,-73.929403,"(40.672287, -73.929403)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,272646359,8/9/2023,21:40:00,8/9/2023,21:50:00,83,8/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1006188,194405,40.70024635,-73.92088135,"(40.70024635307637, -73.92088135260647)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,272646892,8/9/2023,21:15:00,8/9/2023,21:20:00,73,8/9/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1006140,183727,40.670939,-73.921089,"(40.670939, -73.921089)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,272594110,8/9/2023,1:10:00,8/9/2023,1:31:00,67,8/9/2023,105,ROBBERY,392,"ROBBERY,UNLICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,GAS STATION,N.Y. POLICE DEPT,(null),(null),1005805,177001,40.652477,-73.922317,"(40.652477, -73.922317)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,272618878,8/9/2023,9:30:00,8/9/2023,12:01:00,77,8/9/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1005300,182815,40.668438,-73.92412,"(40.668438, -73.92412)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,272638444,8/9/2023,16:35:00,8/9/2023,16:40:00,63,8/9/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,REAR OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1005797,170929,40.635812,-73.922365,"(40.635812, -73.922365)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,278592778,8/9/2023,3:37:00,8/9/2023,4:00:00,73,8/9/2023,104,RAPE,155,RAPE 2,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1008245,183796,40.67113,-73.91350206,"(40.6711300016904, -73.9135020552048)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,272681764,8/10/2023,12:20:00,8/10/2023,13:01:00,66,8/10/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),986390,173162,40.641967,-73.992286,"(40.641967, -73.992286)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,272657506,8/10/2023,0:59:00,8/10/2023,1:00:00,78,8/10/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),988657,183308,40.669815,-73.984113,"(40.669815, -73.984113)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,272753679,8/10/2023,21:30:00,8/10/2023,21:35:00,78,8/11/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,REAR OF,STREET,N.Y. POLICE DEPT,(null),(null),991661,186407,40.678319,-73.973281,"(40.678319, -73.973281)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,272657134,8/10/2023,1:00:00,8/10/2023,1:10:00,77,8/10/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),996084,184258,40.67241445,-73.9573389,"(40.672414445157735, -73.95733889732787)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,272718180,8/10/2023,20:00:00,8/10/2023,21:30:00,67,8/11/2023,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),997843,175671,40.64885075,-73.95101651,"(40.6488507469884, -73.951016510623)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,272674923,8/10/2023,4:40:00,8/10/2023,4:45:00,79,8/10/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),998801,189553,40.686944,-73.947529,"(40.686944, -73.947529)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,272657513,8/10/2023,3:30:00,8/10/2023,3:39:00,90,8/10/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),999248,195557,40.70342281,-73.94590765,"(40.70342280611983, -73.9459076520916)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,272647718,8/10/2023,1:40:00,8/10/2023,1:50:00,94,8/10/2023,105,ROBBERY,377,"ROBBERY,BODEGA/CONVENIENCE STORE",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),999619,199987,40.715583,-73.944557,"(40.715583, -73.944557)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,272656579,8/10/2023,2:10:00,8/10/2023,2:13:00,67,8/10/2023,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1002147,177651,40.654271,-73.935497,"(40.654271, -73.935497)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,272718148H1,8/10/2023,17:30:00,,(null),77,8/10/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,OUTSIDE,(null),N.Y. POLICE DEPT,(null),(null),1004579,183837,40.671245,-73.926713,"(40.671245, -73.926713)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,272681766,8/10/2023,12:00:00,8/10/2023,12:15:00,67,8/10/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,GROCERY/BODEGA,N.Y. POLICE DEPT,(null),(null),1005555,178394,40.656303,-73.923213,"(40.656303, -73.923213)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,272656581,8/10/2023,0:38:00,8/10/2023,0:40:00,75,8/10/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),1013529,184872,40.674062,-73.894447,"(40.674062, -73.894447)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,272863876,8/10/2023,1:00:00,8/10/2023,1:10:00,75,8/14/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,HOMELESS SHELTER,N.Y. POLICE DEPT,(null),(null),1022239,184993,40.67436,-73.863046,"(40.67436, -73.863046)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,272747864,8/11/2023,16:00:00,8/11/2023,16:05:00,72,8/11/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),979709,173476,40.642827,-74.016361,"(40.642827, -74.016361)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,272755613,8/11/2023,18:25:00,8/11/2023,19:17:00,66,8/11/2023,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),982823,170508,40.634682,-74.005138,"(40.634682, -74.005138)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,272755779,8/11/2023,23:50:00,8/12/2023,0:08:00,84,8/12/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),987098,194573,40.70073421,-73.98972871,"(40.700734208726445, -73.98972871152452)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,272755780,8/11/2023,20:30:00,8/11/2023,20:40:00,84,8/11/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),988519,188927,40.685238,-73.984606,"(40.685238, -73.984606)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,272726028,8/11/2023,8:45:00,8/11/2023,8:46:00,66,8/11/2023,105,ROBBERY,380,"ROBBERY,CAR JACKING",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),988181,171577,40.63761491,-73.98583629,"(40.63761491095169, -73.9858362908771)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,272763072,8/11/2023,23:30:00,8/11/2023,23:59:00,78,8/12/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),991330,187303,40.68078561,-73.97447512,"(40.6807856126343, -73.9744751162161)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,272751942,8/11/2023,16:10:00,8/11/2023,17:00:00,84,8/11/2023,105,ROBBERY,399,"ROBBERY,COMMERCIAL UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,SMALL MERCHANT,N.Y. POLICE DEPT,(null),(null),989923,188794,40.684873,-73.979545,"(40.684873, -73.979545)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2849,272755117,8/11/2023,21:39:00,8/11/2023,21:45:00,78,8/11/2023,105,ROBBERY,396,"ROBBERY,BEGIN AS SHOPLIFTING",COMPLETED,FELONY,BROOKLYN,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,(null),(null),991224,188218,40.683291,-73.974852,"(40.683291, -73.974852)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,272753666,8/11/2023,18:20:00,8/11/2023,18:23:00,61,8/11/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),994485,159213,40.603673,-73.96314,"(40.603673, -73.96314)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,272755783,8/11/2023,21:00:00,8/11/2023,23:25:00,90,8/11/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),993321,199266,40.713612,-73.967276,"(40.713612, -73.967276)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,272753672,8/11/2023,19:35:00,8/11/2023,19:45:00,71,8/11/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),995187,179647,40.659762,-73.960579,"(40.659762, -73.960579)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,272751923,8/11/2023,17:40:00,8/11/2023,17:50:00,61,8/11/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),997178,152514,40.585284,-73.953453,"(40.585284, -73.953453)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,272865877,8/11/2023,23:00:00,8/12/2023,8:00:00,88,8/14/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),INGERSOLL,995266,190743,40.6902236,-73.96027859,"(40.6902236041959, -73.9602785860011)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,272749850,8/11/2023,8:10:00,8/11/2023,8:30:00,70,8/11/2023,105,ROBBERY,366,"ROBBERY,BICYCLE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),997336,169821,40.632787,-73.952852,"(40.632787, -73.952852)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,272753681,8/11/2023,20:04:00,8/11/2023,20:08:00,79,8/11/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),996546,187436,40.68113671,-73.95566761,"(40.6811367070632, -73.9556676077586)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,273253625,8/11/2023,19:15:00,8/11/2023,19:30:00,83,8/22/2023,105,ROBBERY,398,"ROBBERY,PUBLIC PLACE INSIDE",ATTEMPTED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1006397,194250,40.69982039,-73.92012811,"(40.699820393874724, -73.92012811136641)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,272774533,8/11/2023,22:00:00,8/11/2023,23:00:00,83,8/12/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1007551,195144,40.702272,-73.915962,"(40.702272, -73.915962)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,272734706,8/11/2023,2:04:00,8/11/2023,2:40:00,69,8/11/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,REAR OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1015077,169958,40.633119,-73.888933,"(40.633119, -73.888933)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,272734714,8/11/2023,11:15:00,8/11/2023,11:20:00,75,8/11/2023,105,ROBBERY,387,"ROBBERY,CLOTHING",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1020883,186528,40.67857719,-73.86792723,"(40.678577192734174, -73.86792723314586)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,272763062,8/12/2023,2:20:00,8/12/2023,2:30:00,61,8/12/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,(null),(null),991605,153789,40.588789,-73.973515,"(40.588789, -73.973515)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,272800881,8/12/2023,12:00:00,,(null),90,8/12/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),994067,195940,40.704481,-73.964591,"(40.704481, -73.964591)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,272815858H1,8/12/2023,2:43:00,,(null),79,8/12/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,INSIDE,MULTI DWELL - PUBLIC HOUS,N.Y. HOUSING POLICE,(null),(null),1001139,192774,40.695783,-73.939093,"(40.695783, -73.939093)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,272762181,8/12/2023,2:20:00,8/12/2023,2:26:00,83,8/12/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,INSIDE,FAST FOOD,N.Y. POLICE DEPT,(null),(null),1007965,194829,40.701407,-73.914469,"(40.701407, -73.914469)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,272766164,8/12/2023,4:10:00,8/12/2023,4:15:00,83,8/12/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1008551,195373,40.702898,-73.912356,"(40.702898, -73.912356)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,272757245,8/12/2023,0:48:00,8/12/2023,1:00:00,83,8/12/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ATTEMPTED,FELONY,BROOKLYN,(null),OTHER,N.Y. POLICE DEPT,(null),(null),1007906,190614,40.68983652,-73.91469876,"(40.68983651643777, -73.91469876183561)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,273068392,8/12/2023,2:30:00,8/12/2023,3:00:00,83,8/17/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1008605,195018,40.70192257,-73.91216231,"(40.70192257169357, -73.9121623134154)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,272850996,8/12/2023,13:00:00,8/12/2023,14:00:00,75,8/14/2023,105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),1012850,182781,40.668324,-73.896902,"(40.668324, -73.896902)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,272788262,8/12/2023,16:10:00,8/12/2023,16:20:00,75,8/12/2023,105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1012340,180647,40.662467,-73.89875,"(40.662467, -73.89875)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,272815859H1,8/12/2023,5:21:00,,(null),75,8/12/2023,101,MURDER & NON-NEGL. MANSLAUGHTER,,(null),COMPLETED,FELONY,BROOKLYN,OUTSIDE,(null),N.Y. POLICE DEPT,(null),(null),1013381,178731,40.657207,-73.895007,"(40.657207, -73.895007)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,272766159,8/12/2023,5:45:00,8/12/2023,6:00:00,75,8/12/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1015154,186562,40.678692,-73.888581,"(40.678692, -73.888581)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,272794206,8/12/2023,23:00:00,8/12/2023,23:35:00,75,8/13/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,(null),N.Y. POLICE DEPT,(null),(null),1017188,184875,40.674057,-73.881256,"(40.674057, -73.881256)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,272827424,8/13/2023,20:58:00,8/13/2023,20:58:00,72,8/13/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),980275,174191,40.64478976,-74.01432378,"(40.64478976074851, -74.01432378475148)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,272800878,8/13/2023,2:25:00,8/13/2023,2:30:00,76,8/13/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,(null),(null),985819,187385,40.68100512,-73.99434309,"(40.68100512485221, -73.99434308854428)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,276821309,8/13/2023,18:00:00,8/14/2023,9:00:00,84,10/27/2023,104,RAPE,153,RAPE 3,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),988902,192641,40.69543881,-73.98322538,"(40.6954388081238, -73.9832253756043)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,272825785,8/13/2023,21:18:00,8/13/2023,21:25:00,79,8/13/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),998741,189953,40.68804197,-73.94774827,"(40.68804197483271, -73.94774827302896)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,272851031,8/13/2023,19:40:00,8/13/2023,19:45:00,79,8/13/2023,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,(null),(null),997758,193359,40.697394,-73.951286,"(40.697394, -73.951286)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,272798750,8/13/2023,3:50:00,8/13/2023,4:00:00,81,8/13/2023,105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1002103,193290,40.697196,-73.935615,"(40.697196, -73.935615)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,272800876,8/13/2023,3:30:00,8/13/2023,3:33:00,73,8/13/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,TUNNEL,N.Y. POLICE DEPT,(null),(null),1007009,183496,40.670304,-73.917957,"(40.670304, -73.917957)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,272803494,8/13/2023,4:40:00,8/13/2023,4:43:00,83,8/13/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1008918,194147,40.69953101,-73.91103665,"(40.699531014673724, -73.91103665226316)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,272798953,8/13/2023,1:40:00,8/13/2023,1:46:00,75,8/13/2023,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,(null),STREET,N.Y. POLICE DEPT,(null),(null),1012181,184842,40.67398124,-73.89930746,"(40.67398124093438, -73.8993074643632)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,272825775,8/13/2023,21:10:00,8/13/2023,21:20:00,75,8/13/2023,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1020819,188795,40.684802,-73.868145,"(40.684802, -73.868145)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,272874815,8/14/2023,18:00:00,8/14/2023,19:10:00,66,8/14/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),986764,167283,40.62583755,-73.99094489,"(40.6258375452829, -73.9909448942322)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,272872493,8/14/2023,22:40:00,8/14/2023,22:48:00,61,8/14/2023,104,RAPE,159,"RAPE 1,ATTEMPT",ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,(null),(null),995122,155693,40.59401906,-73.96085432,"(40.5940190586592, -73.9608543158447)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,272827437,8/14/2023,0:50:00,8/14/2023,0:56:00,79,8/14/2023,105,ROBBERY,379,"ROBBERY,GAS STATION",ATTEMPTED,FELONY,BROOKLYN,FRONT OF,GAS STATION,N.Y. POLICE DEPT,(null),(null),997259,186758,40.679277,-73.953097,"(40.679277, -73.953097)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,272872494,8/14/2023,3:30:00,8/14/2023,7:00:00,63,8/14/2023,104,RAPE,157,RAPE 1,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,(null),(null),1000528,168138,40.62816974,-73.94135878,"(40.6281697437036, -73.9413587834752)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,272831833,8/14/2023,3:05:00,8/14/2023,3:10:00,67,8/14/2023,105,ROBBERY,392,"ROBBERY,UNLICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,(null),(null),1001878,177629,40.654211,-73.936468,"(40.654211, -73.936468)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
